Row Created Date Time,Metric ID,Description of Metric,Indicator Domain Group,OMH Region,Age Group,Numerator,Denominator,Rate,Year,Quarter,Year to Date Numerator,Year to Date Denominator,Year to Date Rate
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,3594,8166,0.440117561,2011,Q3,11316,24551,0.460918089
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,118,243,0.485596708,2011,Q4,523,1020,0.512745098
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Adult,539,909,0.592959296,2011,Q4,2361,4025,0.586583851
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,171,457,0.374179431,2014,Q1Q2,171,457,0.374179431
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Youth,142,244,0.581967213,2012,Q1,142,244,0.581967213
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,247,448,0.551339286,2013,Q1Q2,247,448,0.551339286
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,143,244,0.586065574,2012,Q1,143,244,0.586065574
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,119,237,0.502109705,2011,Q2,235,450,0.522222222
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,325,702,0.462962963,2011,Q2,644,1393,0.462311558
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,478,776,0.615979381,2012,Q4,2292,3599,0.636843568
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,106,229,0.462882096,2012,Q2,235,494,0.475708502
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,73,225,0.324444444,2010,Q4,339,931,0.364124597
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,267,420,0.635714286,2013,Q3Q4,596,895,0.665921788
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,464,1281,0.362217018,2014,Q1Q2,464,1281,0.362217018
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,610,1444,0.422437673,2014,Q1Q2,610,1444,0.422437673
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,810,2024,0.400197628,2013,Q3Q4,1634,4052,0.403257651
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,457,909,0.502750275,2011,Q4,2011,4025,0.499627329
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,242,524,0.461832061,2012,Q4,1161,2313,0.501945525
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Adult,946,2050,0.461463415,2014,Q1Q2,946,2050,0.461463415
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,227,602,0.377076412,2010,Q4,1123,2648,0.424093656
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,298,764,0.390052356,2011,Q3,937,2327,0.402664375
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,455,1035,0.439613527,2011,Q3,1425,3113,0.45775779
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,576,1444,0.398891967,2014,Q1Q2,576,1444,0.398891967
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Youth,422,774,0.545219638,2010,Q4,1551,2738,0.566471877
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,133,279,0.476702509,2011,Q2,226,504,0.448412698
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,75,212,0.353773585,2012,Q2,174,460,0.37826087
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,2943,7493,0.392766582,2012,Q1,2943,7493,0.392766582
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,317,1031,0.307468477,2013,Q1Q2,317,1031,0.307468477
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,1059,2024,0.523221344,2013,Q3Q4,2130,4052,0.525666338
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,856,1444,0.592797784,2014,Q1Q2,856,1444,0.592797784
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,702,1317,0.533029613,2013,Q3Q4,1401,2597,0.539468618
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,366,724,0.505524862,2012,Q1,366,724,0.505524862
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,440,1387,0.317231435,2013,Q3Q4,972,2856,0.340336134
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,315,1104,0.285326087,2014,Q1Q2,315,1104,0.285326087
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,629,1137,0.553210202,2012,Q1,629,1137,0.553210202
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,3359,8330,0.403241297,2011,Q2,6552,16385,0.399877937
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,611,1387,0.440519106,2013,Q3Q4,1336,2856,0.467787115
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Youth,401,698,0.574498567,2012,Q2,830,1469,0.565010211
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,2601,7493,0.347123982,2012,Q1,2601,7493,0.347123982
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Adult,951,1992,0.477409639,2013,Q1Q2,951,1992,0.477409639
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,431,978,0.440695297,2010,Q4,1896,4063,0.466650258
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,3887,7550,0.514834437,2011,Q4,16646,32212,0.516763939
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Youth,745,1356,0.549410029,2014,Q1Q2,745,1356,0.549410029
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,616,1389,0.443484521,2013,Q3Q4,1268,2907,0.43618851
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,186,463,0.401727862,2014,Q3Q4,368,933,0.394426581
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,671,1281,0.523809524,2014,Q1Q2,671,1281,0.523809524
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,05-Long Island,Youth,180,383,0.46997389,2013,Q3Q4,384,770,0.498701299
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,03-Hudson River,Youth,635,1170,0.542735043,2013,Q1Q2,635,1170,0.542735043
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,267,654,0.408256881,2011,Q1,267,654,0.408256881
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,3411,6860,0.497230321,2012,Q4,15440,29661,0.520548869
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,173,463,0.373650108,2014,Q3Q4,347,933,0.371918542
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,884,2229,0.396590399,2011,Q4,3504,8611,0.40692138
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,210,420,0.5,2013,Q3Q4,456,895,0.509497207
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,585,935,0.625668449,2012,Q3,1795,2811,0.638562789
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Youth,283,445,0.635955056,2014,Q1Q2,283,445,0.635955056
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,260,595,0.43697479,2012,Q2,502,1204,0.416943522
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,685,2050,0.334146341,2014,Q1Q2,685,2050,0.334146341
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,305,702,0.434472934,2011,Q2,605,1393,0.434314429
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,464,945,0.491005291,2012,Q1,464,945,0.491005291
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,3542,7509,0.471700626,2012,Q2,7137,15114,0.472211195
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,4542,15941,0.284925663,2014,Q1Q2,4542,15941,0.284925663
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,2000,4442,0.450247636,2011,Q3,6137,13054,0.4701241
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,398,716,0.555865922,2012,Q2,824,1446,0.569847856
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,281,738,0.380758808,2011,Q2,561,1386,0.404761905
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,224,645,0.347286822,2011,Q4,1027,2789,0.368232341
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Youth,1309,2331,0.561561562,2010,Q4,5120,8945,0.572386808
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Youth,2206,4347,0.507476421,2014,Q1Q2,2206,4347,0.507476421
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,3762,8046,0.467561521,2010,Q4,15747,33338,0.472343872
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,02-Central NY,Youth,407,738,0.551490515,2014,Q1Q2,407,738,0.551490515
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,202,643,0.314152411,2012,Q3,790,2308,0.342287695
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Adult,324,759,0.42687747,2011,Q1,324,759,0.42687747
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,211,439,0.480637813,2014,Q3Q4,432,900,0.48
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,140,266,0.526315789,2010,Q4,569,1069,0.532273152
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,253,691,0.366136035,2011,Q3,814,2077,0.391911411
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,163,386,0.422279793,2013,Q1Q2,163,386,0.422279793
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,3436,7493,0.458561324,2012,Q1,3436,7493,0.458561324
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,143,213,0.671361502,2012,Q3,519,833,0.62304922
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,859,2010,0.427363184,2011,Q1,859,2010,0.427363184
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,02-Central NY,Adult,598,1255,0.476494024,2014,Q3Q4,1241,2553,0.48609479
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Adult,3193,8055,0.396399752,2011,Q1,3193,8055,0.396399752
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,462,1317,0.350797267,2013,Q3Q4,964,2597,0.371197536
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,06-Statewide,Youth,1622,4100,0.395609756,2013,Q3Q4,3402,8368,0.406548757
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,417,738,0.56504065,2014,Q1Q2,417,738,0.56504065
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,01-Western NY,Adult,798,1389,0.574514039,2013,Q3Q4,1681,2907,0.578259374
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,300,643,0.466562986,2012,Q3,1096,2308,0.474870017
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,116,213,0.544600939,2011,Q1,116,213,0.544600939
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,259,594,0.436026936,2013,Q3Q4,571,1345,0.424535316
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,71,203,0.349753695,2011,Q4,313,860,0.363953488
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,419,698,0.600286533,2012,Q2,866,1469,0.589516678
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Adult,6347,15941,0.398155699,2014,Q1Q2,6347,15941,0.398155699
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,05-Long Island,Youth,85,153,0.555555556,2012,Q3,336,613,0.54812398
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Adult,1481,4114,0.359990277,2012,Q1,1481,4114,0.359990277
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,02-Central NY,Youth,348,590,0.589830508,2014,Q3Q4,781,1364,0.572580645
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,257,697,0.368723099,2012,Q4,1101,2901,0.379524302
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,04-New York City,Youth,305,752,0.405585106,2010,Q4,1283,3065,0.418597064
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Youth,314,698,0.449856734,2012,Q2,650,1469,0.442477876
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,01-Western NY,Youth,143,297,0.481481481,2011,Q2,273,530,0.51509434
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,02-Central NY,Adult,346,708,0.488700565,2011,Q3,1115,2127,0.524212506
7/17/15 8:58,2,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 7 Days ,MH Ambulatory Follow-Up,02-Central NY,Youth,93,225,0.413333333,2011,Q1,93,225,0.413333333
7/17/15 8:58,1,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 7 Days ,MH Ambulatory Follow-Up,03-Hudson River,Adult,479,1217,0.393590797,2011,Q3,1549,3930,0.394147583
7/17/15 8:58,4,Percentage of MH Discharges Followed by an Outpatient Visit for MH or SUD Treatment within 30 Days ,MH Ambulatory Follow-Up,01-Western NY,Adult,604,945,0.639153439,2012,Q1,604,945,0.639153439
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,04-New York City,Youth,684,1439,0.47533009,2013,Q1Q2,684,1439,0.47533009
7/17/15 8:58,3,Percentage of MH Discharges Followed by an Outpatient Visit for MH Treatment within 30 Days,MH Ambulatory Follow-Up,06-Statewide,Youth,953,1790,0.532402235,2012,Q3,3480,6498,0.5355494
